id,word_id,meaning
2154,1467,high class people (plural)
2155,1468,cloth
2156,1469,tent (cloth-house)
2157,1470,grandparent
2158,1471,stand
2159,1472,"Proper name of owner of Bighouse near Qallə village, father of Edward Joe, former Esquimalt Chief."
2160,1473,wade out into the water
2161,1474,magic
2162,1475,play
2163,1475,play games
2164,1475,play with toys
2165,1475,make fun
2166,1475,ridicule
2167,1475,entertain
2168,1475,perform
2169,1476,go across
2170,1476,go over
2171,1476,from one place to another
2172,1477,widow
2173,1477,widower
2174,1478,tree-falling dwarf
2175,1478,leprechaun
2176,1479,"give gifts reciprocally, in return (as, between bride's family and groom̓s family)"
2177,1480,possession thing possessed (own)
2178,1481,flower
2179,1481,petal
2180,1482,helping someone
2181,1482,helpers
2182,1483,1. Placename: This name refers to the people who lived in Sooke Bay. A T’sou-ke legend tells of a copper box that dropped from heaven and landed just east of Billings Spit (the peninsula where skʷáʔnəŋəs village sat). Four men
2183,1484,ratfish
2184,1485,ours
2185,1486,fern root
2186,1487,someone who has been killed (accidentally)
2187,1488,flower garden
2188,1489,"lie, tell a lie"
2189,1490,Skweyshun (name of monster)
2190,1491,dog fish
2191,1491,Sgualus suckleyi (traditionally not eaten but their oil is prized for medical purposes. It is rubbed on a woman in labour to ease the contractions and on the newborn infant (Stern 1934:14)
2192,1492,Placename: Andrew's Bay (on San Juan Island)
2193,1493,Placename: a tiny island to the west of kʷəw̓xʷíčəlaʔ (Grant Keddie 2003 p.54)
2194,1494,"Western Grebe, Aechmophorus occidentalis"
2195,1495,"acquisition, a discovery"
2196,1495,that which is found
2197,1496,fishing line
2198,1497,clam (littleneck or steamer clam)
2199,1498,axe (k̓ʷqʷəm ?)
2200,1499,raven
2201,1499,Corvus corax
2202,1500,bathed
2203,1500,be bathed (he was bathed)
2204,1501,bathe
2205,1501,give a bath (she bathed him)
2206,1502,pregnant woman
2207,1502,one who fasts
2208,1503,slave
2209,1504,urchin (small sea urchin)
2210,1504,sea eggs (small)
2211,1505,stretching
2212,1505,extending it
2213,1506,slaves
2214,1506,bunch of slaves
2215,1507,crows (plural)
2216,1508,"advice, private knowledge, history"
2217,1508,rules
2218,1509,crow
2219,1510,stretch
2220,1510,extend it
2221,1511,cousin
2222,1512,full moon
2223,1513,"1. Placename: Thlowuck. This may not be a traditional Placename, and if it is, the spelling is most likely questionable. This name is taken from the T’sou-ke (Soke) Douglas treaty. The treaty describes the western boundary of"
2224,1514,buttocks
2225,1515,live there
2226,1515,reside in that place
2227,1515,be there (at a place distant from the speaker)
2228,1516,parent in-law
2229,1517,container
2230,1517,thing which is full
2231,1518,ready
2232,1518,make it ready
2233,1519,becoming calm
2234,1520,peace
2235,1520,make peace
2236,1521,bone game
2237,1521,"A guessing game, teams of players guessing over distinctively marked pieces of bone. Spectators bet on outcome of each attempt to guess."
2238,1522,cedar bark (soft inner bark used for weaving)
2239,1523,come down
2240,1524,go down to the beach
2241,1525,comb
2242,1525,a comb : Were made of yew or maple wood
2243,1525,"pubescent girl was required to scratch<br />her head with a comb, rather than with her fingers."
2244,1526,nun
2245,1526,"""woman priest"""
2246,1527,my younger sister
2247,1527,younger sibling
2248,1528,bear
2249,1528,female bear
2250,1529,sister (female sibling)
2251,1530,grandmother
2252,1531,shore
2253,1532,cut
2254,1532,a cut
2255,1533,crane
2256,1534,"Wednesday, third day"
2257,1535,women
2258,1536,Friday
2259,1537,herring
2260,1537,Clupeidae. Fish and their eggs were important as food
2261,1537,fish also used for baiting trolling hooks. Caught mainly in late spring with aid of herring rake.
2262,1538,"rear end, bum"
2263,1538,lower back
2264,1538,upper leg
2265,1538,thigh
2266,1538,hip
2267,1538,butt
2268,1539,leg (upper leg
2269,1539,thigh
2270,1539,rump
2271,1539,hip
2272,1539,lower back of a person)
2273,1540,spoon
2274,1541,someone who is naked
2275,1541,someone who has been raped
2276,1542,beach a canoe
2277,1542,bring the canoe to shore
2278,1543,that you bring down (to the beach)
2279,1544,woman
2280,1544,wife
2281,1545,late wife
2282,1546,mat used to sit or lie on
2283,1546,
2284,1547,mat
2285,1547,wall-mat (often made from bear grass)
2286,1548,stood up
2287,1548,be made to stand
2288,1549,bat (lit. arms hanging loose)
2289,1550,ice
2290,1551,raincoat
2291,1552,"girls, little girls"
2292,1553,girl
2293,1553,young girl
2294,1553,little girl
2295,1554,"girl, little girl"
2296,1555,plucking out of eyes
2297,1556,hole
2298,1556,pit
2299,1557,pierce
2300,1557,bore a hole into something
2301,1557,perforate
2302,1558,ice
2303,1559,rain (noun)
2304,1560,picking
2305,1560,picking time
2306,1560,pickers
2307,1561,herring stick
2308,1562,lip (lower)
2309,1562,jaw
2310,1562,chin
2311,1563,feast
2312,1563,wedding feast
2313,1563,funeral feast
2314,1563,ceremonial feast
2315,1564,cockle
2316,1565,seeking
2317,1565,looking for
2318,1566,feather
2319,1567,earring
2320,1567,earspool
2321,1568,liked (in the past)
2322,1569,"monster, beast, powerful mythical animal"
2323,1570,ebbing tide
2324,1571,moccassins
2325,1572,we love/want/need/like (lit. our love/etc.)
2326,1573,"child, a child"
2327,1574,"1. tattoo (A thorn, snake tooth or sliver of shell was used to puncture the skin and soot was rubbed into the wounds, usually a row or rows of dots on thehands, forearms and legs. Tatooing was costly and the mark of a well-to-do"
2328,1575,child (kin)
2329,1576,children
2330,1577,bunch of monsters
2331,1577,beasts
2332,1577,powerful mythical animals
2333,1578,tail (animal or bird)
2334,1579,plow
2335,1580,preserved fish eggs (Fish roe was smoke-dried and stored in a deer paunch (Gunther 1927:206).
2336,1581,potlatch (a potlatch)
2337,1582,"amen (literally ""that's enough"")"
2338,1583,lose game
2339,1583,defeat
2340,1583,war that is lost
2341,1584,gum (pitch gum)
2342,1585,deer
2343,1585,Odocoileus hemionus columbianus
2344,1586,bruise
2345,1586,sore
2346,1586,wound (noun)
2347,1587,pride (one who is proud)
2348,1588,tobacco
2349,1588,cigarette
2350,1589,spirit dance
2351,1590,heap
2352,1590,a pile
2353,1591,crawfish
2354,1592,faint
2355,1592,lie in a faint
2356,1592,stroke victim
2357,1592,paralyzed by a stroke
2358,1593,prideful (a little bit conceited)
2359,1593,proudful
2360,1594,brains
2361,1595,heron
2362,1596,fat
2363,1596,"grease, tallow (noun)"
2364,1597,night
2365,1598,Placename: Nanoose
2366,1599,name
2367,1600,half sibling
2368,1600,half brother or sister
2369,1601,rules
2370,1601,instructions
2371,1602,rules
2372,1602,commands
2373,1602,instructions (to be obeyed)
2374,1603,Placename: Nanaimo
2375,1604,canoes
2376,1605,butter
2377,1606,"canoe, car"
2378,1607,toe
2379,1608,I
2380,1608,first person singular subject
2381,1609,Thursday
2382,1610,"invitee, guest (distribute, give SENĆOŦEN)"
2383,1611,brother or sister in-law (of living spouse)
2384,1612,"stone, rock, mountain"
2385,1613,"1. Placename: This name for Cadboro Bay, was also the name for the people who lived here. This seems to have been the main Songhees village at the time the Whites began to build Fort Victoria. There were several villages in the"
2386,1614,stones
2387,1615,"rocks, stones"
2388,1615,mountains
2389,1616,berry basket
2390,1617,bear cub
2391,1618,fog
2392,1619,"dust, smoke"
2393,1620,wind
2394,1621,boil
2395,1621,pimple
2396,1622,bear
2397,1623,"flour, powder"
2398,1624,berry baskets
2399,1625,boils
2400,1625,pimples
2401,1626,ghost
2402,1627,meadow
2403,1627,field
2404,1627,prairie
2405,1627,valley
2406,1628,berry basket (small)
2407,1629,flour
2408,1630,stomach
2409,1630,tripe
2410,1630,cow's stomach (Klallam cognate)
2411,1631,"flour, powder"
2412,1632,bread flour
2413,1633,lungs
2414,1634,owl (screech owl)
2415,1635,smoke
2416,1636,foam
2417,1636,bubble
2418,1637,float lines (of reef net)
2419,1638,prisoner
2420,1639,dog
2421,1640,puppy
2422,1641,Placename: Galiano Island
2423,1642,drowning
2424,1642,drowned person
2425,1643,catch (of fish)
2426,1644,cloud
2427,1645,crazy or foolish actions
2428,1646,foolish person
2429,1646,crazy
2430,1647,"octopus, devilfish (gathered at low tide from beneath rocks. Were boiled or steamed and eaten or were used as bait for fish (Gunther 1927:198"
2431,1647,Stern 1934:51).
2432,1648,snipe (qəqeeyyə SEN
2433,1648,sqeʔqs KLM)
2434,1649,digging stick
2435,1650,South wind (South East) (?)
2436,1651,mythical sea creature
2437,1651,great fisherman who is very lucky
2438,1652,potato
2439,1653,go out
2440,1654,in jail
2441,1654,restrained
2442,1655,prisoners
2443,1656,forests
2444,1656,trees
2445,1657,trees
2446,1657,woods
2447,1658,octopi
2448,1659,dogs
2449,1660,rabbits
2450,1661,bunnies
2451,1662,dream
2452,1662,a dream
2453,1663,beaver
2454,1664,1. Placename: for Discovery Island. Also names the people whose territory included Discovery and Chatham Islands (Hill-Tout 1907:307). There is a secret spring on the island where people used to go to receive their power. But it
2455,1665,little dog
2456,1666,baby rabbit
2457,1667,rabbit
2458,1668,lying
2459,1669,milk
2460,1670,language
2461,1671,word
2462,1671,speech
2463,1672,mustache
2464,1673,beard
2465,1673,whiskers
2466,1674,Placename: Squamish
2467,1674,people whose winter villages were located along the rivers at the head of Howe Sound. They joined the late summer aggregation of Salish at the mouth of the Fraser River (Barnett 1955:31).
2468,1675,"bucket, pail"
2469,1676,"raspberry (N. W.), Rubus leucodermis"
2470,1677,beads
2471,1677,necklace
2472,1678,beard
2473,1678,whiskers
2474,1679,skinny
2475,1679,skinny people
2476,1680,fir
2477,1680,white fir
2478,1680,grand fir. Also pronounced sqʷəwməyʔyəwqs
2479,1681,sun
2480,1682,grouse (blue grouse)
2481,1683,missing it (as a target)
2482,1684,skinny
2483,1684,skinny person
2484,1685,tangled (?)
2485,1686,coiled
2486,1686,something coiled (like rope or a snake)
2487,1687,head (crown of head)
2488,1688,roof
2489,1689,land otter
2490,1690,knee
2491,1691,preserved food
2492,1692,bound
2493,1693,"scarce, that which is scarce"
2494,1693,insufficient
2495,1693,not enough
2496,1694,food for later
2497,1695,camp
2498,1695,a camp
2499,1696,"cut off, get cut or broken, chopped in two"
2500,1697,axes
2501,1697,lots of axes
2502,1698,bunch of canoe paddles
2503,1699,tied up
2504,1699,be tied up
2505,1700,down feather
2506,1701,canoe paddle
2507,1702,"dead person, animal, or thing"
2508,1703,together with
2509,1703,be together with
2510,1704,attacked
2511,1704,beaten up
2512,1705,fatal burn
2513,1705,a severe burn
2514,1706,"dancing, a dance"
2515,1707,dead person
2516,1707,nearly dead
2517,1707,or paralyzed
2518,1708,stillborn child
2519,1709,have boils
2520,1709,to have an infection
2521,1709,be gangrenous or necrotic tissue
2522,1710,wrinkles
2523,1711,forehead
2524,1712,deaf person
2525,1712,one who is deaf
2526,1713,blackberry
2527,1714,roast
2528,1714,cooked
2529,1714,a piece of roasted food
2530,1715,"fine, that which is fine"
2531,1715,soft
2532,1716,what is it?
2533,1716,what's wrong?
2534,1717,colt
2535,1718,horse
2536,1719,East wind
2537,1720,"1. wolf (Wolf's superior hunting ability can be conferred on humans who obtain his favour in a supernatural encounter. Hunters of land mammals became wolves at death. Because of the mythological association, wolf meat was"
2538,1721,1. Placename: Wolf den
2539,1721,name of village on peninsual at south end of Plumber Bay overlooking Esquimalt reserve. The name for the tiny island or peninsula across from the harbour. Wolves used to come right down to the beach here.
2540,1722,river
2541,1723,spouse
2542,1724,creek
2543,1724,little river
2544,1725,hero
2545,1725,brave person with powers
2546,1725,mythical character
2547,1726,what's the matter?
2548,1726,what was done?
2549,1726,what happened?
2550,1727,cough
2551,1727,a cough
2552,1728,medicine (spiritual medicine with healing power.
2553,1729,thing
2554,1729,what
2555,1729,be a thing
2556,1730,whatever
2557,1730,whatever it is
2558,1731,behind ones back
2559,1731,be behind someone
2560,1732,close by
2561,1732,be near
2562,1732,one who is near
2563,1733,stockings
2564,1734,manage to go very fast
2565,1734,blowing hard (?) (c.f. SEN)
2566,1735,let's
2567,1735,hortative (warning or giving advice)
2568,1736,niece or nephew
2569,1736,sibling's or cousin's child
2570,1737,stove
2571,1737,cooking stove
2572,1738,horses
2573,1739,wolves
2574,1740,bushy hair
2575,1741,race canoe
2576,1741,a race canoe
2577,1742,black duck with long neck
2578,1743,what's spread out
2579,1744,church
2580,1744,prayer house
2581,1745,"mud, muddy place"
2582,1746,heel
2583,1747,thin
2584,1747,one who is thin
2585,1747,a thin person
2586,1748,light
2587,1748,dawn
2588,1749,"bright, brilliant object"
2589,1750,shade
2590,1751,tide
2591,1752,freight canoe
2592,1753,"bruise, a bruise"
2593,1754,one who is wrong
2594,1755,"prayer, religion, spirit"
2595,1756,song (any song)
2596,1757,song that was given
2597,1758,anger
2598,1759,cormorant
2599,1760,clay (white clay traditionally used to draw oil from wool)
2600,1761,clothes: what is worn
2601,1762,grandfather
2602,1763,boy
2603,1763,young boy
2604,1763,little boy
2605,1764,"boy, little boy"
2606,1765,boy
2607,1765,youth
2608,1765,young man
2609,1766,loon
2610,1767,(my) older brother
2611,1768,man
2612,1768,male
2613,1768,husband
2614,1769,late husband
2615,1770,(my) brother (male sibling)
2616,1771,sweater
2617,1772,sweaters
2618,1773,wool of wild goat or dog
2619,1774,you folks
2620,1774,second person plural pronoun (subject)
2621,1775,razor
2622,1776,washing machine
2623,1777,servant
2624,1778,frying pan
2625,1779,sewing machine
2626,1780,"clam (large, butter clam)"
2627,1780,(Saxidomus giganteus. Considered the most edible of clams and was eaten fresh or steamed in a stone-lined pit.)
2628,1781,story
2629,1781,usually mythological story
2630,1782,what is dragged or pulled
2631,1783,spyglass
2632,1783,binocular
2633,1784,yard
2634,1785,voice
2635,1786,clam digging stick
2636,1786,stick used only for digging clams
2637,1787,canoe partner
2638,1788,canoe partners
2639,1789,backpack
2640,1789,device for carrying on your back
2641,1790,tea pot
2642,1791,broom
2643,1791,(gather up with a broom)
2644,1792,computer
2645,1793,you
2646,1793,second person singular pronoun (subject)
2647,1794,heater
2648,1795,bed
2649,1796,cloud
2650,1797,Placename: territory in what is now known as James Bay neighbourhood of Victoria BC.
2651,1798,foolish
2652,1798,crazy person
2653,1798,drunk
2654,1799,helper
2655,1800,mirror
2656,1801,similar
2657,1801,one which is like this
2658,1801,how it is
2659,1801,be as it is
2660,1802,drunk
2661,1802,one who is very drunk
2662,1803,thunder
2663,1804,pillow
2664,1805,swan
2665,1805,swan's down
2666,1805,(A pregnant woman might be fed swan fat to aid in labor (Stern 1934:14).
2667,1806,grass
2668,1807,1. Placename: This is the name of small spring that runs out from the beach into the sea by the eastern side of the mouth of Becher Bay. The fishing is good here because it said the salmon come here to drink from the fresh
2669,1808,knowledge
2670,1808,what is known
2671,1809,frog
2672,1810,dried or smoked food
2673,1811,dried or smoked spring salmon
2674,1812,1. fern. Fern leaves were used to line roasting pits and were ritually prominent in ceremonies centering on girls at time of puberty. Fern roots were eaten. Families owned specific beds of fern plants (Gunther 1927:197. 209
2675,1812,
2676,1813,raccoon
2677,1814,push (by mistake)
2678,1815,"carving, a carving, carved figure"
2679,1816,fish or seal tail fin
2680,1817,"bad, to be bad"
2681,1817,bad manners
2682,1817,"cruel, terrifying"
2683,1817,bad behaviour
2684,1817,"bitter, sour taste"
2685,1818,useless
2686,1818,worthless
2687,1819,storm
2688,1819,bad day
2689,1820,salmon (steelhead)
2690,1821,war (noun) a war
2691,1821,a battle
2692,1822,"sickness, disease"
2693,1823,frogs
2694,1824,"fever, sickness"
2695,1825,hospital
2696,1825,infirmary
2697,1826,carving
2698,1826,carved figure
2699,1826,"welcome figure, welcome post"
2700,1827,pencil
2701,1827,pen
2702,1827,tool for writing
2703,1828,feet
2704,1828,legs
2705,1828,wheels
2706,1829,feet
2707,1829,legs
2708,1829,wheels
2709,1830,"foot, leg, wheel"
2710,1831,push
2711,1832,push us
2712,1833,"carving, a carving"
2713,1834,bunch of feet
2714,1834,legs
2715,1834,wheels
2716,1835,1. Placename: The name refers directly to the peninsula of Duntze Head where the naval dockyard is (Village Bay)
2717,1835,Esquimalt village site. Also used to refer to the Esquimalt people's territory. The name was also more loosely
2718,1836,soap berry
2719,1837,reef net
2720,1838,masked dance
2721,1839,Indian ice-cream
2722,1839,"pudding-like confection made of crushed soapberries, water, and sugar whipped with a bundle of maple-leaves"
2723,1840,ropes
2724,1841,song
2725,1841,spirit dancer's song
2726,1842,spiritual worker
2727,1843,school teacher
2728,1844,school (school building)
2729,1845,school
2730,1846,teach
2731,1846,taught
2732,1846,be taught
2733,1847,grey-haired
2734,1848,goose with red nose
2735,1848,probably Anser albifrons
2736,1849,angel
2737,1850,"sour, be sour"
2738,1850,bitter
2739,1851,Place name: Sooke
2740,1852,"costume, regalia worn by new spirit dancers."
2741,1853,gamble
2742,1853,place a bet
2743,1854,bathed
2744,1854,given a bath
2745,1855,bathe
2746,1855,give a bath
2747,1855,cleanse (bathe her)
2748,1856,drunk
2749,1856,be a little drunk
2750,1857,Holy Spirit (from French)
2751,1858,eyebrow
2752,1859,"sweet, be sweet"
2753,1860,mouth
2754,1861,north wind
2755,1861,north-east wind
2756,1862,carrot
2757,1862,wild carrot
2758,1863,two hundred
2759,1864,shore
2760,1865,provisions
2761,1866,you have provisions
2762,1867,lift it
2763,1868,bleed
2764,1869,"bark, to bark"
2765,1870,"hand, finger"
2766,1871,lazy people. Considered the worst fault in a person
2767,1872,outside
2768,1873,blood
2769,1874,forced
2770,1874,be forced to
2771,1874,be told to do something
2772,1875,forced (we were forced)
2773,1876,lazy person
2774,1877,lazy person -very lazy. Considered the worst fault in a person
2775,1878,fearful
2776,1878,be afraid
2777,1878,startled
2778,1879,Placename: Saanich
2779,1879,immediate neighbours to the north of the Songhees
2780,1880,clay
2781,1881,Placename: area along the northern coast of čeqʷəŋin (Chekonein) territory
2782,1882,under
2783,1882,be underneath
2784,1883,shaman
2785,1884,"God: ""big man up above"""
2786,1885,this (female person) here
2787,1886,sea cucumber
2788,1887,find
2789,1888,hill
2790,1888,high place
2791,1889,sky
2792,1890,mountain
2793,1890,high mountain
2794,1890,mountain top
2795,1891,berry basket
2796,1892,pajamas
2797,1893,want
2798,1893,a wish
2799,1893,a need
2800,1893,a desire
2801,1893,liking
2802,1893,loving
2803,1894,"something acceptable, correct"
2804,1895,the (female)
2805,1896,Future particle
2806,1896,will do something
2807,1896,will happen
2808,1896,etc
2809,1897,lower class
2810,1898,true
2811,1898,real
2812,1899,trails
2813,1899,roads
2814,1899,doorways
2815,1900,ape
2816,1900,impersonate
2817,1901,go out of many times
2818,1902,grandparents
2819,1903,parents in-law
2820,1904,disappear
2821,1905,"feel sad, pitiful, poor"
2822,1906,calm
2823,1906,be calm
2824,1906,that which is smooth
2825,1906,soft
2826,1907,many people standing
2827,1908,Placename: At the base of what is now called Goldstream river.
2828,1909,"heavy, be heavy"
2829,1910,spindle whorl
2830,1911,halibut hook
2831,1912,cover with a blanket
2832,1913,blanket
2833,1914,"Proper name of Sophie Mishael's grandfather, Jimmy Chickens, who was impressed by the Spaniards and forced to serve on a ship. He escaped after three years and returned to his village."
2834,1915,copulate
2835,1916,week
2836,1917,two-headed serpent (sinəɬqiʔ SEN)
2837,1918,thumb
2838,1919,big toe
2839,1920,twice
2840,1921,tumpline
2841,1922,Tuesday
2842,1923,carry something you ones back
2843,1924,bread
2844,1924,bread dough
2845,1925,pants
2846,1926,salmon
2847,1926,sockeye or blueback
2848,1927,floor line (part of a reefnet)
2849,1928,they're laid down
2850,1929,bunch of blankets
2851,1930,standing
2852,1930,standing for a long time
2853,1931,1. lower class
2854,1931,"low class: ""little younger siblings"""
2855,1931,Polite term for lower class people
2856,1931,fictitious kinship extended to lower class Songish by those of upper class when it was advantageous to gain lower class aid or support
2857,1932,blankets
2858,1933,1. Hippoglossus stenolepis.
2859,1934,go along with
2860,1935,hit
2861,1935,to hit
2862,1936,younger adult siblings or cousins
2863,1937,little toe
2864,1937,pinky toe
2865,1938,pinky
2866,1938,little finger
2867,1939,bleed
2868,1940,dizzy
2869,1940,become overcome with dizzines
2870,1940,being spun
2871,1941,quiet
2872,1941,to be silent
2873,1942,shut up! expression of chastisement
2874,1943,"kidney, urine"
2875,1944,whisper
2876,1944,be whispered
2877,1945,whistle
2878,1945,to whistle
2879,1946,abdomen
2880,1947,garden
2881,1947,seed
2882,1948,bottom
2883,1949,corner (of a room)
2884,1950,jam jar
2885,1951,stomach
2886,1952,"Placename: portage connecting to Esquimalt Harbour at Thetis Cove to Gorge waterway. Translated as ""drag over a narrow place""."
2887,1953,hit on the head (- = head)
2888,1954,scratched
2889,1954,be itched
2890,1955,1. sea lion
2891,1955,"(Eumetopias Jubata). Sea lion hunting was not common with Straits Salish peoples (Tsooke, Lekwungen, Saanich, Samish, Semiahmoo) although those Salish in the Gulf Islands (e.g. Discovery, SanJuan) regularly hunted"
2892,1956,"low tide, the tide is going out"
2893,1957,ring
2894,1958,squinted eyes
2895,1959,drop of water
2896,1960,"drip, to drip"
2897,1960,free flowing water
2898,1961,"Placename: small island off the eastern side of sc̓náʔəŋ (Catham) island, north of ƛ̓ápas (Grant Keddie 2003 p.54)"
2899,1962,baldness
2900,1963,mirror
2901,1963,window
2902,1964,at the place where
2903,1964,distant place
2904,1965,bottle
2905,1965,rum container
2906,1966,dancer's face paint
2907,1967,underwear
2908,1968,Placename: Klallam
2909,1969,shirt
2910,1970,curtain
2911,1971,plough
2912,1971,tractor
2913,1972,grave
2914,1972,cemetery
2915,1973,"Snot (proper name of ""SnotBoy"" from the old time story."
2916,1974,"egg, edible portion of the egg"
2917,1975,cloud
2918,1975,cloudy
2919,1976,Indian doctor
2920,1977,"Placename: This Klallam village inside Edze spit, where Port Angeles is today, was probably the home village of chief ƛ̓eyx̣əm (Tl’eixum) and stəteqinəm (Sutuqinum)."
2921,1978,"Placename: Means flying dust, this is the name for Oak Bay, and the southwestern shore near the marina. The word was also pronounced as Shehwung and translated as fog."
2922,1979,"peel (apples, potatoes etc.)"
2923,1980,peel it
2924,1981,pipe
2925,1982,pharynx
2926,1982,inside of throat
2927,1983,tears
2928,1984,mechanical spinning spool
2929,1984,horizontal spindle with whorl at either end
2930,1985,hand operated spindle c.f spindle whorl
2931,1986,spin wool
2932,1987,headband
2933,1987,a kerchief or strip of cloth worn around the forehead
2934,1988,"finish, to finish"
2935,1988,to complete
2936,1989,"finished, be finished"
2937,1989,be completed
2938,1990,sea
2939,1990,ocean
2940,1991,"her/his/their feelings, emotions, thoughts"
2941,1992,talking about
2942,1993,speaker
2943,1993,"hired speaker (recipient of a gift of food hire a speaker to thank, with wealth, the donor. Recipient and donor are frequently co-parents-in-law)."
2944,1994,pot
2945,1994,boiling basket
2946,1994,a watertight basket of coiled cedar bark
2947,1995,language
2948,1996,rake
2949,1996,a garden rake
2950,1997,"Placename: Saseenos Island, a small islet near West Saanich"
2951,1998,step-parent
2952,1999,kettle
2953,1999,teapot
2954,2000,walk it
2955,2000,he/she/they walk it
2956,2001,eyeglasses (lit: rounded eyes like dollars)
2957,2002,purse
2958,2003,car
2959,2003,automobile
2960,2004,deceased parent
2961,2005,walked
2962,2005,to be walked
2963,2005,step
2964,2006,walk it
2965,2006,being walked
2966,2006,operate a machine
2967,2007,try it
2968,2008,sibling
2969,2009,where he/she/it/they go to
2970,2010,grandchild's spouce
2971,2011,mask
2972,2012,place for
2973,2013,siblings
2974,2014,step-parent
2975,2015,kin of living spouse
2976,2015,sibling in law of same sex (man's brother-in-law or woman's sister-in-law)
2977,2015,affinal kin
2978,2016,ancestors
2979,2017,trick
2980,2017,sleight of hand
2981,2017,trick done with the hands
2982,2018,at a place there
2983,2019,spinning spool
2984,2020,why kill him/her/them
2985,2021,in-law-relative
2986,2022,sockeye (the one you're poor with)
2987,2023,that's why he sang
2988,2024,parents
2989,2025,clever person
2990,2025,smart person
2991,2025,someone who knows
2992,2026,sibling
2993,2027,cave (Caves were visited by young men hoping for spiritual connections- (SM)
2994,2028,speak about
2995,2028,refer to
2996,2029,magic trick
2997,2029,slight of hand
2998,2030,siblings
2999,2031,"location, territory, home"
3000,2032,hunting bow
3001,2033,write
3002,2033,to write
3003,2034,sore eyes
3004,2035,photograph
3005,2036,photograph
3006,2036,picture
3007,2037,Placename: Esquimalt people. Village site at south end of Esquimalt Harbour.
3008,2038,way it is
3009,2038,similar to
3010,2038,be as it is
3011,2039,manage to make it a certain way (?)
3012,2040,mountain
3013,2040,hill (unconfirmed)
3014,2041,fishing canoe
3015,2042,whistles
3016,2042,s/he whistles
3017,2043,whistle it
3018,2043,to whistle
3019,2044,shallow
3020,2045,"elder sibling, elder cousin (male or female)"
3021,2046,forest
3022,2046,bush
3023,2047,knife
3024,2048,sugar
3025,2049,Jesus
3026,2050,waterfall
3027,2050,water leaking out
3028,2051,"round, to be round"
3029,2051,circular
3030,2051,"spherical, like a ball"
3031,2052,thirsty
3032,2052,be thirsty
3033,2053,enemy
3034,2054,enemies with each other
3035,2055,finish
3036,2055,they managed to finish (unconfirmed)
3037,2056,swim
3038,2056,to swim
3039,2057,open mouth
3040,2058,elder siblings
3041,2058,elder cousins
3042,2059,climb
3043,2059,climb uphill
3044,2060,clothesline
3045,2061,shovel
3046,2062,finished
3047,2062,s/he/it/they finished
3048,2063,let's
3049,2063,let me
3050,2063,let us
3051,2063,when I
3052,2064,1. go up it
3053,2065,bring
3054,2066,speared (something)
3055,2067,spear it
3056,2067,stab it
3057,2068,pierced
3058,2068,"be pierced, be stabbed"
3059,2069,Mom (term of address
3060,2069,when speaking to your mother)
3061,2070,head (back of head)
3062,2070,"upper back, neck, and back of head"
3063,2070,back of my head
3064,2071,mother
3065,2072,late mother
3066,2073,supper
3067,2073,dinner
3068,2073,evening meal
3069,2074,canoe race
3070,2075,too (as too much)
3071,2075,extent or degree
3072,2076,humped back
3073,2077,then
3074,2078,over there
3075,2078,often preceded with leʔ meaning 'to be there'
3076,2078,"or it expands the meaning of the verb, referring to it' relative location"
3077,2079,"he/she, him/her, it"
3078,2080,you folks
3079,2081,this/ these (thing) here ( near and visible)
3080,2082,today
3081,2082,this day
3082,2083,"Placename: large territory roughly where Metchosin is today, from Esquimalt harbour extending to mountains on Saanich Arm. Also spelled Teechamitsa."
3083,2084,pack one’s baggage
3084,2085,break (it) in two (as to break a stick)
3085,2086,block it
3086,2087,tie it tightly
3087,2088,poor
3088,2089,get close to
3089,2090,combed
3090,2090,have hair combed
3091,2091,comb hair
3092,2092,"spit, saliva"
3093,2093,card wool (after washing and teasing the wool it ic carded between two wooden paddles faced with wire teeth. The paddles are drawn against one another with long strokes until the clump of wool is soft and fine (Lane 1951:18).
3094,2094,nothing (become nothing)
3095,2095,go toward
3096,2095,go in a particular direction
3097,2096,towards
3098,2096,about
3099,2097,prepare
3100,2097,become ready
3101,2097,fixed
3102,2097,
3103,2098,get near
3104,2099,almost (become almost)
3105,2100,"become big, large, swollen"
3106,2101,burned
3107,2101,become burned
3108,2101,getting burned
3109,2102,become alone
3110,2102,be left alone
3111,2102,only
3112,2103,next
3113,2104,start to begin to go
3114,2105,start to show up
3115,2105,start to appear
3116,2106,get away (lit: come to escape)
3117,2107,whose
3118,2108,get kelp (?)
3119,2109,get away
3120,2109,get gone
3121,2110,going over deep water
3122,2111,evening
3123,2111,become evening
3124,2112,becoming a reef net
3125,2113,become that way
3126,2113,become like
3127,2113,toward
3128,2114,become turned to face in direction
3129,2115,which way (unvarified)
3130,2116,going somewhere
3131,2117,"recover from illness, get well, ""become good"
3132,2118,improve
3133,2118,become alright
3134,2118,get better
3135,2119,change clothes
3136,2119,becoming dressed
3137,2120,deaf person
3138,2120,one who is deaf
3139,2121,prepare
3140,2121,became ready
3141,2122,work (start to work after not having worked)
3142,2123,first to be grabbed
3143,2124,first person
3144,2125,come to be brought on board
3145,2126,come to a stop
3146,2127,enrich
3147,2127,become important
3148,2127,become a leader
3149,2127,become rich
3150,2128,"getting out of the water, disembarking"
3151,2129,fall ill
3152,2129,become sick
3153,2130,become
3154,2130,towards
