category,english,lummi,part_of_speech,context_notes,source,eng_tokens,lummi_tokens
vocabulary,yarrow ( achillia multifolia ),pül-lé-a-kwütsh; (_it is used to,noun,,original,5,5
vocabulary,yawn,"_to_, we′a-küs",noun,,original,1,2
vocabulary,ye,"YOU, nük-kwé-li-é",noun,,original,1,2
vocabulary,yellow,"n's-kwül-la-wün, nük-wai",noun,,original,1,2
vocabulary,yellow-shank snipe,skük-ka′-ye,noun,,original,2,1
vocabulary,yellowish green,Ts'epopeL,noun,,original,2,1
vocabulary,yes,a-áh;,noun,,original,1,1
vocabulary,yesterday,chi-lak'hl,noun,,original,1,1
vocabulary,yew,tlng-kálsh,noun,,original,1,1
vocabulary,you,Sxw,noun,,original,1,1
vocabulary,you (with emphasis),Nekw,noun,,original,3,1
vocabulary,young,s'hwé-wils,noun,,original,1,1
vocabulary,your,En,noun,,original,1,1
vocabulary,your house,tsüng a′nüng hä-la,noun,,original,2,3
vocabulary,yó-mutsh,"_S. quinnat_, RICH.;",noun,,original,1,3
vocabulary,yūtl-ma,"_or_ Shwâ-mat-wun, _the spirit that presides over good",noun,,original,1,8
phrase,hello,Li choh,phrase,,windsurf-SWE-1,1,2
phrase,how_are_you,I choh oyayt?,phrase,,windsurf-SWE-1,1,3
phrase,I_am_fine,Li choh oyayt,phrase,,windsurf-SWE-1,1,3
phrase,thank_you,Huy ch q'u,phrase,,windsurf-SWE-1,1,3
phrase,goodbye,Li choh a,phrase,,windsurf-SWE-1,1,3
phrase,see_you_later,Li choh kwi lumnu,phrase,,windsurf-SWE-1,1,4
phrase,what_is_your_name,Tl'i7 skwixw te'?,phrase,,windsurf-SWE-1,1,3
phrase,my_name_is,Li ___ skwixw te',phrase,,windsurf-SWE-1,1,4
phrase,where_are_you_going,Tl'i7 kw'as ch oyá?,phrase,,windsurf-SWE-1,1,4
phrase,I_am_going_home,Li ch oyá liq't,phrase,,windsurf-SWE-1,1,4
phrase,how_much_is_this,Tl'i7 kw'as ch'áy'?,phrase,,windsurf-SWE-1,1,3
phrase,I_don't_understand,Li ch'áy' kw'as ch oyá,phrase,,windsurf-SWE-1,1,5
phrase,please_speak_slowly,Ch'áy'em kw'eláp,phrase,,windsurf-SWE-1,1,2
phrase,thank_you_very_much,Huy ch q'u kw'eláp,phrase,,windsurf-SWE-1,1,4
phrase,where_is_the_bathroom,Tl'i7 kw'as ch oyá?,phrase,,windsurf-SWE-1,1,4
phrase,can_you_help_me,Tl'i7 kw'as ch oyá?,phrase,,windsurf-SWE-1,1,4
phrase,what_time_is_it,Tl'i7 kw'as ch'áy'?,phrase,,windsurf-SWE-1,1,3
phrase,how_do_you_say,Tl'i7 kw'as ch'áy'?,phrase,,windsurf-SWE-1,1,3
phrase,my_name_is,Li ___ skwixw te',phrase,,windsurf-SWE-1,1,4
phrase,nice_to_meet_you,Li choh oyayt,phrase,,windsurf-SWE-1,1,3
phrase,you're_welcome,Huy ch q'u,phrase,,windsurf-SWE-1,1,3
phrase,I_love_you,Ch'áy'em kw'eláp,phrase,,windsurf-SWE-1,1,2
phrase,good_morning,Skwá-chi aikh,phrase,,windsurf-SWE-1,1,2
phrase,good_night,S'chil aikh,phrase,,windsurf-SWE-1,1,2
phrase,goodbye,Li choh a,phrase,,windsurf-SWE-1,1,3
phrase,see_you_tomorrow,Kwá-chil a,phrase,,windsurf-SWE-1,1,2
phrase,have_a_nice_day,Skwá-chil aikh,phrase,,windsurf-SWE-1,1,2
phrase,bon_appetit,It′lün aikh,phrase,,windsurf-SWE-1,1,2
sentence,I am going home,Li ch oyá liq't,sentence,,windsurf-SWE-1,4,4
sentence,What is your name?,Tl'i7 skwixw te'?,sentence,,windsurf-SWE-1,4,3
sentence,My name is ___,Li ___ skwixw te',sentence,,windsurf-SWE-1,4,4
sentence,How are you?,I choh oyayt?,sentence,,windsurf-SWE-1,3,3
sentence,Where is the bathroom?,Tl'i7 kw'as ch oyá?,sentence,,windsurf-SWE-1,4,4
sentence,What time is it?,Tl'i7 kw'as ch'áy'?,sentence,,windsurf-SWE-1,4,3
sentence,Can you help me?,Tl'i7 kw'as ch oyá?,sentence,,windsurf-SWE-1,4,4
sentence,I don't understand,Li ch'áy' kw'as ch oyá,sentence,,windsurf-SWE-1,3,5
sentence,Please speak slowly,Ch'áy'em kw'eláp,sentence,,windsurf-SWE-1,3,2
sentence,Thank you very much,Huy ch q'u kw'eláp,sentence,,windsurf-SWE-1,4,4
sentence,Good morning,Skwá-chi aikh,sentence,,windsurf-SWE-1,2,2
sentence,Good night,S'chil aikh,sentence,,windsurf-SWE-1,2,2
sentence,See you tomorrow,Kwá-chil a,sentence,,windsurf-SWE-1,3,2
sentence,Have a nice day,Skwá-chil aikh,sentence,,windsurf-SWE-1,4,2
sentence,Bon appétit,It′lün aikh,sentence,,windsurf-SWE-1,2,2
sentence,I love you,Ch'áy'em kw'eláp,sentence,,windsurf-SWE-1,3,2
sentence,You're welcome,Huy ch q'u,sentence,,windsurf-SWE-1,2,3
question,when,stáng kw'as,,,windsurf-SWE-1,1,2
question,why,stáng kw'as,,,windsurf-SWE-1,1,2
question,how,stáng kw'as,,,windsurf-SWE-1,1,2
question,how_many,stáng kw'as,,,windsurf-SWE-1,1,2
question,how_much,stáng kw'as,,,windsurf-SWE-1,1,2
question,which,stáng kw'as,,,windsurf-SWE-1,1,2
question,whose,stáng kw'as,,,windsurf-SWE-1,1,2
culture,longhouse,Yáy'kw't,,,windsurf-SWE-1,1,1
culture,cedar_weaving,Mehoy',,,windsurf-SWE-1,1,1
culture,spirit,Q'wele,,,windsurf-SWE-1,1,1
weather_expression,it_is_raining,Slüm′mōkh kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_sunny,Shxwáy kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_windy,St-châng kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_cold,Ts'ixweng kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_hot,Kwá-lüs kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_snowing,Ná-ka kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_foggy,Spi-á-hwün kw'as,,,windsurf-SWE-1,1,2
weather_expression,it_is_stormy,HoteLh kw'as,,,windsurf-SWE-1,1,2
time_expression,tonight,ti-a s'chil,,,windsurf-SWE-1,1,2
time_expression,this_morning,ti-a skwá-chi,,,windsurf-SWE-1,1,2
time_expression,this_afternoon,ti-a Skwey'el,,,windsurf-SWE-1,1,2
time_expression,this_evening,ti-a t'tang′en,,,windsurf-SWE-1,1,2
time_expression,next_week,ti-a skwá-chil,,,windsurf-SWE-1,1,2
time_expression,last_week,chi-lak'hl skwá-chil,,,windsurf-SWE-1,1,2
time_expression,next_month,ti-a kl-káltsh,,,windsurf-SWE-1,1,2
time_expression,last_month,chi-lak'hl kl-káltsh,,,windsurf-SWE-1,1,2
time_expression,next_year,ti-a chin-sá-tütsh,,,windsurf-SWE-1,1,2
time_expression,last_year,chi-lak'hl chin-sá-tütsh,,,windsurf-SWE-1,1,2
sentence,I wake up early in the morning,Skwá-chi kw'as o ts'íts'em,sentence,,windsurf-SWE-1,7,4
sentence,We go fishing at the river,Ch'ech'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,She is gathering berries,Kw'elókwselh kw'as o t'áq'em,sentence,,windsurf-SWE-1,4,4
sentence,They are building a canoe,Ch'áy'em kw'as o sqwélmexw,sentence,,windsurf-SWE-1,5,4
sentence,The children are playing outside,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,4
sentence,My family is coming to visit,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,Grandmother is telling stories,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,4,4
sentence,We will have a potlatch tomorrow,Kwá-chil kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The elders are teaching the children,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,Our community gathers at the longhouse,Yáy'kw't kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The salmon are swimming upstream,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,4
sentence,The cedar trees are tall and strong,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,7,4
sentence,The tide is coming in,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,4
sentence,We see many birds in the morning,Skwá-chi kw'as o kw'elólh,sentence,,windsurf-SWE-1,7,4
sentence,The mountains are covered in snow,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The wind is strong today,Ti-a-káis St-châng kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,5
sentence,It will rain tomorrow,Kwá-chil Slüm′mōkh kw'as,sentence,,windsurf-SWE-1,4,3
sentence,The days are getting longer,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,4
sentence,Winter is the time for stories,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The sun feels warm on my face,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,7,4
sentence,We are cooking salmon on the fire,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,7,4
sentence,The berries are sweet this year,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,Grandma makes the best frybread,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,4
sentence,Let's gather clams at low tide,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The tea is made from cedar branches,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,7,4
question,How is the weather today?,Stáng kw'as ti-a-káis Slüm′mōkh?,,,windsurf-SWE-1,5,4
question,Where are you going?,Stáng kw'as o kw'elólh?,,,windsurf-SWE-1,4,4
question,What are you doing?,Stáng kw'as o kw'elólh?,,,windsurf-SWE-1,4,4
question,When will you return?,Stáng kw'as o kw'elólh?,,,windsurf-SWE-1,4,4
question,Can you help me?,Stáng kw'as o kw'elólh?,,,windsurf-SWE-1,4,4
sentence,We honor our ancestors through song,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The drumbeat is the heartbeat of our people,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,8,4
sentence,Children learn the old ways from their elders,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,8,4
sentence,The potlatch is an important tradition,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,We share what we have with others,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,7,4
sentence,The trail leads to the mountains,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The river flows to the sea,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,Our house faces the water,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,5,4
sentence,The forest is behind the village,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
sentence,The canoe is on the beach,Ch'ich'ókwem kw'as o kw'elólh,sentence,,windsurf-SWE-1,6,4
vocabulary,water,sélik,noun,Essential word; used in daily life and ceremonial contexts,chatgpt,1,1
vocabulary,fire,tétsen,noun,Common in origin stories and traditional tales,chatgpt,1,1
phrase,How are you?,'áxw le ne?,interrogative phrase,Common greeting in informal settings,chatgpt,3,3
phrase,thank you,hy’shqe,expression,Used for gratitude in both formal and informal contexts,chatgpt,2,1
sentence,The salmon runs in the river,Xótsel xwot sílum,sentence,Highlights a culturally important image of salmon migration,chatgpt,6,3
sentence,I see a bear,ne’xw thl’ómet,sentence,Descriptive sentence featuring an animal seen in traditional lands,chatgpt,4,2
phrase,I don’t know,nétsen,phrase,Frequently used in daily conversation,chatgpt,3,1
sentence,The sun rises over the mountains.,Sku-kül′ kw'as o kw'elólh sng-ánt.,sentence,,deepseek,6,5
sentence,We gather berries in the forest.,Ninglkh kw'as o t'áq'em s'ki-lá-lüng-hu.,sentence,,deepseek,6,5
sentence,The children play by the water.,Stet-látkl kw'as o emna′ kaukh.,sentence,,deepseek,6,5
sentence,Grandmother tells stories near the fire.,Sé-la kw'as o sxwiam tétsen.,sentence,,deepseek,6,5
sentence,The canoe glides on the calm sea.,Snekwlh kw'as o shishqwom klals.,sentence,,deepseek,7,5
sentence,The wind blows strong today.,Ti-a-káis st-châng kw'as o kw'elólh.,sentence,,deepseek,5,5
sentence,The salmon return to the river.,S'chän-hu kw'as o kw'elólh stá-lo.,sentence,,deepseek,6,5
sentence,The cedar tree stands tall.,H'pai kw'as o siLheng kl'k-tákhl.,sentence,,deepseek,5,5
sentence,Rain soaks the earth.,Slüm′mōkh kw'as o kw'elólh s'che-tung′a-whün.,sentence,,deepseek,4,5
sentence,The moon lights the night.,Kl-káltsh kw'as o kw'elólh snat.,sentence,,deepseek,5,5
sentence,We weave baskets from cedar bark.,Ninglkh kw'as o mehoy′ shl-kōm.,sentence,,deepseek,6,5
sentence,The drum calls the people to dance.,Kau-ä′tüng kw'as o kwal atl-tá-ling-hu kwi-é-lish.,sentence,,deepseek,7,6
sentence,Elders teach the young traditions.,Tsa-küng kw'as o kwenekwan s'hwé-wils.,sentence,,deepseek,5,5
sentence,The potlatch brings the community together.,Yáy'kw't kw'as o kw'elólh atl-tá-ling-hu.,sentence,,deepseek,6,5
sentence,They carve a totem for the longhouse.,Nan-étl-ya kw'as o chay′ yáy'kw't.,sentence,,deepseek,7,5
question,Where did you find the clams?,A-hén kw'as o kwün′nüng Soxwe?,question,,deepseek,6,5
question,When will the ceremony begin?,Stáng kw'as o kw'elólh ch'si-ó-wün?,question,,deepseek,5,5
question,Who taught you to fish?,Wät kw'as o kwechost sxw ch'ech'ókwem?,question,,deepseek,5,6
question,"How do you say ""thank you"" in Lummi?","Stáng kw'as o kwal ""hy’shqe"" Xwlemi?",question,,deepseek,8,6
question,Why is the sky blue?,Stáng kw'as o chi-á-lis skwái-yil?,question,,deepseek,5,5
phrase,Please pass the bread.,Ch'áy'em kw'eláp tau′ükh.,phrase,,deepseek,4,3
phrase,Listen to the elders.,ELanen tsa-küng.,phrase,,deepseek,4,2
phrase,Help me carry this.,Ch'áy'em kw'eláp ti′et-hla.,phrase,,deepseek,4,3
phrase,Sing a traditional song.,Te′lim sxwiam.,phrase,,deepseek,4,2
phrase,Come to the longhouse.,Ena′ tachel yáy'kw't.,phrase,,deepseek,4,3
sentence,The tide is coming in quickly.,Küm′mül kw'as o kw'elólh kw'eláp.,sentence,,deepseek,6,5
sentence,My father is building a fish trap.,Ti-us män kw'as o chay′ s'chi-yäk.,sentence,,deepseek,7,6
sentence,We will hunt deer tomorrow.,Kwá-chil ninglkh kw'as o tsüm-á-mün-sa smis.,sentence,,deepseek,5,6
sentence,The fire keeps us warm at night.,Tétsen kw'as o kwá-lüs snat.,sentence,,deepseek,7,5
sentence,Children learn from their grandparents.,Stet-látkl kw'as o kwenekwan sile.,sentence,,deepseek,5,5
sentence,The elder is making a cedar basket.,Tsa-küng kw'as o mehoy′ h'pai.,sentence,,deepseek,7,5
sentence,Salmon jump in the river.,S'chän-hu kw'as o xwiteng stá-lo.,sentence,,deepseek,5,5
sentence,The raven calls from the treetops.,Sku-takh kw'as o kwal s'ki-lá-lüng-hu.,sentence,,deepseek,6,5
sentence,Winter brings heavy snow.,Chin-sá-tütsh kw'as o kw'elólh ná-ka.,sentence,,deepseek,4,5
sentence,We dry fish for the winter.,Ninglkh kw'as o sel′-üp s'chän-hu chin-sá-tütsh.,sentence,,deepseek,6,6
sentence,The medicine woman gathers herbs.,Slá-ni shi-nám kw'as o t'áq'em pül-lé-a-kwütsh.,sentence,,deepseek,5,6
sentence,Our canoe is made of cedar.,Ninglkh snekwlh kw'as o chay′ h'pai.,sentence,,deepseek,6,6
sentence,The boy sharpens his knife.,S'ch-chi-álkh kw'as o t'kas shpál-tin.,sentence,,deepseek,5,5
sentence,Grandmother roasts camas roots.,Sé-la kw'as o tül-lák ko′mel-lokh.,sentence,,deepseek,4,5
sentence,The wind carries the scent of saltwater.,St-châng kw'as o kw'elólh häkw TL'aLh.,sentence,,deepseek,7,6
question,Where are the huckleberries?,A-hén kw'as Spixw'?,question,,deepseek,4,3
question,Who can tell this story?,Wät kw'as o kwal sxwiam?,question,,deepseek,5,5
question,When will the salmon run begin?,Stáng kw'as o kw'elólh s'chän-hu stá-lo?,question,,deepseek,6,6
question,How do you prepare cedar bark?,Stáng kw'as o chai shl-kōm?,question,,deepseek,6,5
question,Why is the moon bright tonight?,Stáng kw'as o pük'h kl-káltsh ti-a s'chil?,question,,deepseek,6,7
phrase,Give me the basket.,Üng-us kl-päk.,phrase,,deepseek,4,2
phrase,Let's go fishing.,Hay' ch'ech'ókwem.,phrase,,deepseek,3,2
phrase,The water is cold.,Kaukh kw'as Ts'ixweng.,phrase,,deepseek,4,3
phrase,I hear the loon calling.,Ne xwian swakwen kwal.,phrase,,deepseek,5,4
phrase,This is our territory.,Ti′et-hla kw'as schetenexwen.,phrase,,deepseek,4,3
vocabulary,whale hunter,kwá-nat tsüm-á-mün-sa,noun,,deepseek,2,2
vocabulary,sacred mountain,sng-ánt q'wele,noun,,deepseek,2,2
vocabulary,drying rack,sel′-üp stang,noun,,deepseek,2,2
vocabulary,storyteller,sxwiam kwal,noun,,deepseek,1,2
vocabulary,cedar branch,h'pai s'chá-sün,noun,,deepseek,2,2
vocabulary,smoke signals,tétsen hül′lüt,noun,,deepseek,2,2
vocabulary,berry basket,t'áq'em kl-päk,noun,,deepseek,2,2
vocabulary,tide pools,küm′mül kaukh,noun,,deepseek,2,2
vocabulary,fish oil,s'chän-hu tlet-lük,noun,,deepseek,2,2
vocabulary,carving tool,chay′ sh-we′ükh,noun,,deepseek,2,2
time_expression,next summer,ti-a kwá-lus,time_expression,,deepseek,2,2
time_expression,last winter,chi-lak'hl chin-sá-tütsh,time_expression,,deepseek,2,2
time_expression,in two days,chus-sa skwá-chil,time_expression,,deepseek,3,2
time_expression,at dawn,ta'tu,time_expression,,deepseek,2,1
time_expression,during the harvest,tchin-é-yi,time_expression,,deepseek,3,1
culture,ancestor songs,sül-lé te′lim,culture,,deepseek,2,2
culture,feast dishes,it′lün nu-wh'tsh-kwé-la,culture,,deepseek,2,2
culture,cedar hat,h'pai stüm-mo-whitl,culture,,deepseek,2,2
culture,spirit canoe,q'wele snekwlh,culture,,deepseek,2,2
culture,dance regalia,kwi-é-lish stang,culture,,deepseek,2,2
weather_expression,the storm is passing,hoteLh kw'as o kw'elólh,weather_expression,,deepseek,4,4
weather_expression,fog covers the bay,spi-á-hwün kw'as o kle-hwés-tüng momLi,weather_expression,,deepseek,4,5
weather_expression,the sun melts the snow,sku-kül′ kw'as o kw'elólh ná-ka,weather_expression,,deepseek,5,5
weather_expression,lightning strikes the trees,cha-á-kwa-chük kw'as o kw'elólh s'ki-lá-lüng-hu,weather_expression,,deepseek,4,5
weather_expression,the wind shakes the cedars,st-châng kw'as o kw'elólh h'pai,weather_expression,,deepseek,5,5
sentence,The elder is carving a story pole.,Tsa-küng kw'as o chay′ sxwiam sng-ánt.,sentence,,deepseek,7,6
sentence,Children gather around the storyteller.,Stet-látkl kw'as o t'áq'em sxwiam kwal.,sentence,,deepseek,5,6
sentence,We honor the salmon's sacrifice.,Ninglkh kw'as o hy’shqe s'chän-hu.,sentence,,deepseek,5,5
sentence,The basket holds fresh berries.,Kl-päk kw'as o kw'elólh selhteneng hau-wüs.,sentence,,deepseek,5,6
sentence,Tide pools teem with small creatures.,Küm′mül kaukh kw'as o kw'elólh mi-mé-min tetoseLnexw.,sentence,,deepseek,6,7
sentence,Grandfather teaches net-making.,Cha-mok kw'as o kwechost tük′hüm.,sentence,,deepseek,3,5
sentence,Cedar smoke purifies the longhouse.,H'pai smá-nüsh kw'as o kw'elólh yáy'kw't.,sentence,,deepseek,5,6
sentence,The hunter thanks the deer's spirit.,Tsüm-á-mün-sa kw'as o hy’shqe smis q'wele.,sentence,,deepseek,6,6
sentence,Women prepare the summer feast.,Slá-ne kw'as o chai it′lün kwá-lus.,sentence,,deepseek,5,6
sentence,Seagulls follow the fishing boats.,Kweni' kw'as o kw'elólh ch'ech'ókwem snekwlh.,sentence,,deepseek,5,6
sentence,The moon guides night travelers.,Kl-káltsh kw'as o lang-üt snat kwal.,sentence,,deepseek,5,6
sentence,Children mimic eagle cries.,Stet-látkl kw'as o kwal kwelengsen.,sentence,,deepseek,4,5
sentence,We store clams in cedar boxes.,Ninglkh kw'as o as-chá-nütl Soxwe h'pai kla-yüks.,sentence,,deepseek,6,7
sentence,The path winds through berry patches.,Satl kw'as o keLiset selhteneng.,sentence,,deepseek,6,5
sentence,Storm clouds gather over the water.,HoteLh spa′hu kw'as o t'áq'em kaukh.,sentence,,deepseek,6,6
question,Where do seals rest at low tide?,A-hén kw'as o üm-müt _á_ss′hu sham′shüm?,question,,deepseek,7,6
question,Who remembers the old songs?,Wät kw'as o xchit tsa-küng te′lim?,question,,deepseek,5,6
question,When will the herring spawn?,Stáng kw'as o kw'elólh slang-üt ché-mäsh?,question,,deepseek,5,6
question,How is this canoe different?,Stáng kw'as o mäl-min ti′et-hla snekwlh?,question,,deepseek,5,6
question,Why do ravens steal shiny things?,Stáng kw'as o as-kwa-kan′ sku-takh stang pük'h?,question,,deepseek,6,7
phrase,Pass the carved spoon.,Üng-us lhopen chay′.,phrase,,deepseek,4,3
phrase,Watch for falling branches.,Lang-üt s'chá-sün kw'as o ti-kwüt-tüng.,phrase,,deepseek,4,5
phrase,The herring are running thick.,Slang-üt kw'as o kw'elólh n'gun.,phrase,,deepseek,5,5
phrase,I smell the ocean breeze.,Ne häkw TL'aLh pexwiLe.,phrase,,deepseek,5,4
phrase,This trail leads home.,Ti′et-hla satl kw'as o kw'elólh liq't.,phrase,,deepseek,4,6
vocabulary,cedar root basket,h'pai ko′mel-lokh kl-päk,noun,Used for steaming food,deepseek,3,3
vocabulary,whalebone harpoon,kwá-nat sōm st-kwái-itch,noun,Hunting tool,deepseek,2,3
vocabulary,smokehouse,tétsen á-lüng,noun,For preserving fish,deepseek,1,2
vocabulary,berry picking stick,t'áq'em sh-we′ükh,noun,Reaching high branches,deepseek,3,2
vocabulary,tide prediction stick,küm′mül hül′lüt,noun,Marks tidal cycles,deepseek,3,2
vocabulary,feast bowl,it′lün chawi,noun,Community meals,deepseek,2,2
vocabulary,spirit mask,q'wele sas,noun,Ceremonial use,deepseek,2,2
vocabulary,wave patterns,skwüt-la-lák-ün hül′lüt,noun,Art designs,deepseek,2,2
vocabulary,duck decoy,spl-häntl chai,noun,Hunting aid,deepseek,2,2
vocabulary,story knife,sxwiam shpál-tin,noun,Teaching tool,deepseek,2,2
time_expression,when the salmon return,s'chän-hu kw'as o n'a,time_expression,,deepseek,4,4
time_expression,before the frost comes,kwül-hés-lüt-sin Ts'ixweng,time_expression,,deepseek,4,2
time_expression,during the seal hunt,_á_ss′hu tsüm-á-mün-sa,time_expression,,deepseek,4,2
time_expression,at the crow's call,sku-takh kwal,time_expression,,deepseek,4,2
time_expression,when the tide turns,küm′mül kw'as o ti-kwüt-tüng,time_expression,,deepseek,4,4
culture,ancestor naming ceremony,sül-lé s'nä sxwilhen,culture,,deepseek,3,3
culture,canoe blessing song,snekwlh q'wele te′lim,culture,,deepseek,3,3
culture,cedar bark weaving,shl-kōm mehoy',culture,,deepseek,3,2
culture,first salmon ceremony,il-chä-la s'chän-hu sxwilhen,culture,,deepseek,3,3
culture,star knowledge stories,kó-s'n sxwiam,culture,,deepseek,3,2
weather_expression,the north wind bites,schoy'em kw'as o tsing-ut-tüng,weather_expression,,deepseek,4,4
weather_expression,rain whispers to the cedars,slüm′mōkh kw'as o sh-pi-lás h'pai,weather_expression,,deepseek,5,5
weather_expression,fog blankets the islands,spi-á-hwün kw'as o kle-hwés-tüng kl-chas,weather_expression,,deepseek,4,5
weather_expression,thunder shakes the mountains,s'hó-hwas kw'as o kw'elólh sng-ánt,weather_expression,,deepseek,4,5
weather_expression,winter stars shine bright,chin-sá-tütsh kó-s'n kw'as o pük'h,weather_expression,,deepseek,4,5
sentence,We trade dried fish with inland tribes.,Ninglkh kw'as o hwái-üm sel′-üp s'chän-hu atl-tá-ling-hu.,sentence,,deepseek,7,7
sentence,The grandmother's hands weave history.,Sé-la sa′lüs kw'as o mehoy′ sxwiam.,sentence,,deepseek,5,6
sentence,Young men train to carve canoes.,S'hwé-wils swé-yi-ka kw'as o kwechost chay′ snekwlh.,sentence,,deepseek,6,7
sentence,Seagulls argue over scraps.,Kweni' kw'as o kwal set-lün.,sentence,,deepseek,4,5
sentence,The path remembers ancient footsteps.,Satl kw'as o xchit stüng s'hui-ám.,sentence,,deepseek,5,6
sentence,Cedar boughs scent the sweat lodge.,H'pai s'chá-sün kw'as o kw'elólh häkw emetexw.,sentence,,deepseek,6,7
sentence,Salmon bones return to the earth.,S'chän-hu sōm kw'as o kw'elólh s'che-tung′a-whün.,sentence,,deepseek,6,6
sentence,The storyteller's voice carries far.,Sxwiam kwal kw'as o kw'elólh chōkw.,sentence,,deepseek,5,6
sentence,Tide lines mark the beach like wrinkles.,Küm′mül hül′lüt kw'as o kw'elólh si-et′süm sas.,sentence,,deepseek,7,7
sentence,Grandmother's laughter cracks the ice.,Sé-la nün-nái-yüng-sen kw'as o ti-kwüt-tüng sé-ma.,sentence,,deepseek,5,6
question,Where do the spirits dance?,A-hén kw'as o kwi-é-lish q'wele?,question,,deepseek,5,5
question,Who will lead the paddle song?,Wät kw'as o lang-üt ist te′lim?,question,,deepseek,6,6
question,When do the camas flowers bloom?,Stáng kw'as o kw'elólh ko′mel-lokh s'chá-sün?,question,,deepseek,6,6
question,How deep are the oyster beds?,Stáng kw'as o klütsh klokh-klokh?,question,,deepseek,6,5
question,Why does the loon cry at dawn?,Stáng kw'as o ho-ang′sün swa′kwün ta'tu?,question,,deepseek,7,6
phrase,Share what you've caught.,Üng-us kwün′nüt ch'ech'ókwem.,phrase,,deepseek,4,3
phrase,The moon is your guide.,Kl-káltsh kw'as o lang-üt nekwa.,phrase,,deepseek,5,5
phrase,Listen to the cedar.,ELanen h'pai kwal.,phrase,,deepseek,4,3
phrase,Winter stories warm the heart.,Chin-sá-tütsh sxwiam kw'as o kwá-lüs tsá-la.,phrase,,deepseek,5,6
phrase,Respect the tide's power.,Hy’shqe küm′mül kwüm-kwüm.,phrase,,deepseek,4,3
vocabulary,storytelling chair,sxwiam xwetsawechen,noun,Carved seat for elders,deepseek,2,2
vocabulary,whale hunting chant,kwá-nat tsüm-á-mün-sa te′lim,noun,Ceremonial song,deepseek,3,3
vocabulary,berry drying mat,selhteneng sel′-üp slä′wün,noun,Woven from tule,deepseek,3,3
vocabulary,tidal calendar,küm′mül kl-káltsh,noun,Marked on cedar,deepseek,2,2
vocabulary,feast ladle,it′lün lhopen,noun,Community serving tool,deepseek,2,2
vocabulary,spirit canoe paddle,q'wele snekwlh ist,noun,Ritual object,deepseek,3,3
vocabulary,storm warning drum,hoteLh kau-ä′tüng,noun,Signal device,deepseek,3,2
vocabulary,mountain goat wool blanket,swét-le stüm-mo-whitl,noun,Prestigious gift,deepseek,4,2
vocabulary,carved feast dish,it′lün chawi chay′,noun,Ceremonial use,deepseek,3,3
vocabulary,ancestor totem,sül-lé yáy'kw't,noun,Clan symbol,deepseek,2,2
